factor_id,name_zh,name_en,family,metadata_quality,best_horizon,final_quality_class,final_quality_score,score_confidence,computation_integrity_score,predictive_ranking_score,portfolio_extraction_score,stability_score,quantile_shape_score,direction_interpretability_score,redundancy_novelty_score,redundancy_confidence,coverage_rate,rankic_mean,rankic_ir,monthly_ic_positive_rate,long_short_sharpe,long_short_annualized_return,long_short_max_drawdown,long_short_positive_month_rate,quantile_shape,main_strengths_zh,main_weaknesses_zh,main_strengths_en,main_weaknesses_en,review_notes_zh,review_notes_en,recommended_next_action,review_substatus,review_subreason_zh,review_subreason_en,ml_gate_status,ml_gate_reason_zh,ml_gate_reason_en,ml_gate_risk_flags,workflow_review_bucket,workflow_review_reasons,after_funding_best_horizon,after_funding_long_short_spread,after_funding_coverage_rate,bucket_tail_diagnosis,after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,valid_redundancy_pair_count,expected_redundancy_pair_count,valid_redundancy_pair_coverage,insufficient_overlap_pair_count,nearest_factor,nearest_abs_spearman_corr,strongest_redundancy_level,novelty_assessment,redundancy_cluster_id,redundancy_cluster_size
trend_efficiency_24h,24小时趋势效率,24h Trend Efficiency,trend_quality,COMPLETE,72h,PROMISING_BUT_INCONSISTENT,52.77,MEDIUM,100.0,10.5,69.2,62.0,40,90.0,40.0,LOW,0.995405,-0.00388,-0.0324,0.36,1.3408,0.30388,-0.013238,0.6,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),新颖性与冗余度(40); 预测排名能力(11),Computation Integrity(100); Direction Interpretability(90),Redundancy / Novelty(40); Predictive Ranking(11),"冗余数据不完整，无法充分评估新颖性; QA: 24小时趋势效率：|24小时收益| / sum(|1小时收益|, 24)。衡量方向性移动有多'干净'。1.0=直线，接近0=震荡。","Redundancy data incomplete; novelty not fully assessed; QA: 24h trend efficiency: |24h return| / sum(|1h returns|, 24). Measures how 'clean'",KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",non_monotonic_quantiles|rankic_ls_direction_conflict|rankic_not_robust,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00295575,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,48,256,0.1875,208,q158_rsqr_30h,0.716512,MODERATE_REDUNDANCY,INSUFFICIENT_OVERLAP,65,1
up_down_vol_ratio_20h,up_down_vol_ratio_20h,Up Down Vol Ratio 20H,,NEEDS_REVIEW,4h,REVIEW_REQUIRED,59.46,LOW,90.0,59.7,79.3,51.2,70,30.0,20.0,HIGH,0.995802,-0.019771,-0.1729,0.08,1.7978,0.773683,-0.001033,0.6,NEAR_MONOTONIC,计算完整性(90); 组合提取能力(79),方向可解释性(30); 新颖性与冗余度(20),Computation Integrity(90); Portfolio Extraction(79),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 使用OHLCV数据的Alpha158衍生因子。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha158-derived factor using OHLCV data.,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|high_redundancy|metadata_needs_review|rankic_ls_direction_conflict,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00453553,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,q158_cntp_20h,0.835027,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,7,53
vol_40h,40小时波动率,40h Volatility,volatility,COMPLETE,72h,PROMISING_BUT_INCONSISTENT,69.69,MEDIUM,100.0,100.0,32.4,74.7,40,90.0,40.0,LOW,0.996792,0.103597,0.4797,0.96,-0.9774,-0.666163,-0.189417,0.4,NON_MONOTONIC,计算完整性(100); 预测排名能力(100),新颖性与冗余度(40); 组合提取能力(32),Computation Integrity(100); Predictive Ranking(100),Redundancy / Novelty(40); Portfolio Extraction(32),冗余数据不完整，无法充分评估新颖性; QA: 40小时已实现波动率：长窗口波动率指标。更稳定，反应较慢。,"Redundancy data incomplete; novelty not fully assessed; QA: 40-hour realized volatility: longer-window volatility measure. More stable, slow",KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",ls_not_robust|mean_median_split|non_monotonic_quantiles|rankic_ls_direction_conflict,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict|mean_spread_outlier_dominated,72h,-0.00646078,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,48,256,0.1875,208,range_24h,0.788823,MODERATE_REDUNDANCY,MODERATELY_REDUNDANT,66,1
vol_5h,5小时波动率,5h Volatility,volatility,COMPLETE,72h,STRONG_RESEARCH_CANDIDATE,72.83,HIGH,100.0,100.0,32.4,75.7,70,90.0,40.0,HIGH,0.999599,0.080509,0.4384,0.96,-1.0547,-0.573672,-0.158235,0.4,NEAR_MONOTONIC,计算完整性(100); 预测排名能力(100),新颖性与冗余度(40); 组合提取能力(32),Computation Integrity(100); Predictive Ranking(100),Redundancy / Novelty(40); Portfolio Extraction(32),QA: 5小时已实现波动率：短窗口波动率。对近期市场状态更敏感但噪音更大。,QA: 5-hour realized volatility: short-window volatility. More responsive to recent m,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",ls_not_robust|mean_median_split|rankic_ls_direction_conflict,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict|mean_spread_outlier_dominated,72h,-0.00603224,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,range_4h,0.78352,MODERATE_REDUNDANCY,MODERATELY_REDUNDANT,67,1
vol_adj_mom_40h,vol_adj_mom_40h,Vol Adj Mom 40H,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,59.38,LOW,90.0,66.8,78.4,60.0,40,30.0,20.0,MEDIUM,0.994136,-0.024528,-0.1708,0.28,1.5213,0.827889,-0.012839,0.64,NON_MONOTONIC,计算完整性(90); 组合提取能力(78),方向可解释性(30); 新颖性与冗余度(20),Computation Integrity(90); Portfolio Extraction(78),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量41小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 41h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|high_redundancy|metadata_needs_review|non_monotonic_quantiles|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00672257,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,48,256,0.1875,208,mom_40h,0.969708,NEAR_DUPLICATE,HIGHLY_REDUNDANT,21,16
vol_of_vol_20h,20小时波动率的波动率,20h Volatility of Volatility,realized_skew_kurtosis,COMPLETE,72h,STRONG_RESEARCH_CANDIDATE,70.17,MEDIUM,100.0,100.0,32.3,78.1,40,90.0,40.0,LOW,0.998075,0.080223,0.4514,1.0,-1.143,-0.668597,-0.169718,0.44,NON_MONOTONIC,计算完整性(100); 预测排名能力(100),新颖性与冗余度(40); 组合提取能力(32),Computation Integrity(100); Predictive Ranking(100),Redundancy / Novelty(40); Portfolio Extraction(32),"冗余数据不完整，无法充分评估新颖性; QA: 20小时波动率的波动率：std(std(ret,5), 20)。衡量波动率本身的波动程度。越高=风险越不可预测。","Redundancy data incomplete; novelty not fully assessed; QA: 20h volatility-of-volatility: std(std(ret,5), 20). Measures how much volatility",KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",ls_not_robust|mean_median_split|non_monotonic_quantiles|rankic_ls_direction_conflict,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict|mean_spread_outlier_dominated,72h,-0.00638447,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,48,256,0.1875,208,vol_40h,0.78131,MODERATE_REDUNDANCY,MODERATELY_REDUNDANT,68,1
vol_ratio_20_80,波动率比 20/80,Vol Ratio 20/80,volatility,DIRECTION_AMBIGUOUS,24h,PROMISING_BUT_INCONSISTENT,54.95,LOW,90.0,48.5,48.9,60.3,40,60.0,50.0,HIGH,0.990964,-0.012317,-0.101,0.44,-0.1646,-0.066116,-0.016959,0.44,NON_MONOTONIC,计算完整性(90); 稳定性(60),预测排名能力(48); 分位形状(40),Computation Integrity(90); Stability(60),Predictive Ranking(48); Quantile Shape(40),元数据质量: DIRECTION_AMBIGUOUS; QA: 波动率比（20h/80h）：中期vs长期波动率状态诊断。,Metadata quality: DIRECTION_AMBIGUOUS; QA: Volatility ratio (20h/80h): medium-term vs long-term volatility regime diagnosti,KEEP_FOR_RESEARCH_REVIEW,REVIEW_FUNDING_ADJUSTED_ECONOMICS,资金费率覆盖不足或扣 funding 后收益边际翻转；price-only spread 不能单独作为经济证据。,Funding coverage is insufficient or the edge flips after funding; price-only spread is not enough economic evidence.,ML_READY_WITH_CAUTION,可作为候选特征，但需保留 funding-adjusted 风险标记。,Eligible as a candidate feature with funding-adjusted risk flags retained.,funding_adjusted_edge_flip|ls_not_robust|non_monotonic_quantiles,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips,72h,0.00058479,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,True,184,256,0.7188,72,qvol_ma_ratio_20_80,0.75688,MODERATE_REDUNDANCY,NEEDS_REVIEW,69,1
vol_ratio_5_20,波动率比 5/20,Vol Ratio 5/20,volatility,DIRECTION_AMBIGUOUS,1h,PROMISING_BUT_INCONSISTENT,45.07,LOW,90.0,19.5,46.8,45.6,40,60.0,50.0,HIGH,0.995722,-0.006117,-0.0519,0.12,-0.2058,-0.10258,-0.00101,0.36,NON_MONOTONIC,计算完整性(90); 方向可解释性(60),分位形状(40); 预测排名能力(19),Computation Integrity(90); Direction Interpretability(60),Quantile Shape(40); Predictive Ranking(19),元数据质量: DIRECTION_AMBIGUOUS; QA: 波动率比（5h/20h）：短期vs中期波动率。检测波动率扩张/收缩状态。,Metadata quality: DIRECTION_AMBIGUOUS; QA: Volatility ratio (5h/20h): short-term vs medium-term volatility. Detects volatil,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",ls_not_robust|non_monotonic_quantiles,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,0.00054657,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,vol_5h,0.636655,MODERATE_REDUNDANCY,NEEDS_REVIEW,70,1
vol_ret_corr_20h,20小时量价相关,20h Vol-Return Correlation,alpha158_ohlcv,DIRECTION_AMBIGUOUS,24h,PROMISING_BUT_INCONSISTENT,67.6,LOW,90.0,88.3,70.3,49.8,70,60.0,20.0,HIGH,0.995722,-0.037671,-0.3255,0.08,1.2661,0.481993,-0.006484,0.56,NEAR_MONOTONIC,计算完整性(90); 预测排名能力(88),稳定性(50); 新颖性与冗余度(20),Computation Integrity(90); Predictive Ranking(88),Stability(50); Redundancy / Novelty(20),"元数据质量: DIRECTION_AMBIGUOUS; QA: 20小时量价相关：corr(小时收益, 成交量变化, 20)。正值=量价齐升（关注/确认）。负值=下跌放量（恐慌）。","Metadata quality: DIRECTION_AMBIGUOUS; QA: 20h volume-return correlation: corr(hourly return, volume change, 20). Positive",KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",cost_collapsed|high_redundancy|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,0.00287396,1.0,MIXED_OR_WEAK,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,q158_cord_20h,0.959577,NEAR_DUPLICATE,HIGHLY_REDUNDANT,25,3
vol_zscore_20h,20小时成交量Z分数,20h Volume Z-Score,volume_liquidity,COMPLETE,4h,PROMISING_BUT_INCONSISTENT,55.03,HIGH,100.0,23.5,67.1,51.6,70,90.0,20.0,HIGH,0.995802,-0.007117,-0.0626,0.12,1.0945,0.339056,-0.001015,0.56,NEAR_MONOTONIC,计算完整性(100); 方向可解释性(90),预测排名能力(23); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Predictive Ranking(23); Redundancy / Novelty(20),QA: 20小时成交量Z分数：当前成交量相对于20小时滚动均值/标准差的异常程度。检测成交量放大。,QA: 20h volume z-score: how unusual current volume is vs its 20h rolling mean/std. D,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",cost_collapsed|high_redundancy|rankic_ls_direction_conflict,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00120323,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,range_breakout_vol_confirm_20h,0.999189,NEAR_DUPLICATE,HIGHLY_REDUNDANT,45,5
vol_zscore_48h,48小时成交量Z分数,48h Volume Z-Score,volume_liquidity,COMPLETE,4h,PROMISING_BUT_INCONSISTENT,55.89,HIGH,100.0,30.6,71.5,59.6,40,90.0,20.0,MEDIUM,0.993582,-0.008903,-0.0758,0.2,1.1581,0.390543,-0.001459,0.72,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),预测排名能力(31); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Predictive Ranking(31); Redundancy / Novelty(20),QA: 48小时成交量Z分数：更长窗口的成交量异常检测。,QA: 48h volume z-score: longer-window volume anomaly detection.,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",cost_collapsed|high_redundancy|ls_not_robust|non_monotonic_quantiles|rankic_ls_direction_conflict,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.0020415,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,24,256,0.0938,232,qvol_zscore_48h,0.997433,NEAR_DUPLICATE,HIGHLY_REDUNDANT,54,2
volatility_20h,20小时波动率,20h Volatility,volatility,COMPLETE,72h,PROMISING_BUT_INCONSISTENT,67.55,HIGH,100.0,100.0,31.6,74.8,40,90.0,20.0,HIGH,0.998396,0.100062,0.477,0.96,-1.0776,-0.702477,-0.187006,0.4,NON_MONOTONIC,计算完整性(100); 预测排名能力(100),组合提取能力(32); 新颖性与冗余度(20),Computation Integrity(100); Predictive Ranking(100),Portfolio Extraction(32); Redundancy / Novelty(20),QA: 20小时已实现波动率：过去20根K线小时收益的标准差。衡量每小时价格的典型波动幅度。,QA: 20-hour realized volatility: standard deviation of hourly returns over 20 bars.,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy|ls_not_robust|mean_median_split|non_monotonic_quantiles|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict|mean_spread_outlier_dominated,72h,-0.00684907,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,wvma_20h,0.880225,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,13,3
volume_pressure_20h,volume_pressure_20h,Volume Pressure 20H,volume_price,NEEDS_REVIEW,24h,REVIEW_REQUIRED,56.41,LOW,90.0,54.5,68.7,60.2,40,30.0,40.0,HIGH,0.998396,-0.016362,-0.1221,0.28,1.0998,0.345235,-0.00659,0.64,NON_MONOTONIC,计算完整性(90); 组合提取能力(69),新颖性与冗余度(40); 方向可解释性(30),Computation Integrity(90); Portfolio Extraction(69),Redundancy / Novelty(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 21小时量价关系指标。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Volume-price relationship metric over 21h.,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|metadata_needs_review|non_monotonic_quantiles|rankic_ls_direction_conflict,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00394488,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,up_down_vol_ratio_20h,0.794511,MODERATE_REDUNDANCY,MODERATELY_REDUNDANT,71,1
volume_pressure_asymmetry_40h,volume_pressure_asymmetry_40h,Volume Pressure Asymmetry 40H,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,58.93,LOW,90.0,57.4,72.9,60.0,70,30.0,20.0,MEDIUM,0.994216,-0.01826,-0.1565,0.28,1.2939,0.554636,-0.013655,0.64,NEAR_MONOTONIC,计算完整性(90); 组合提取能力(73),方向可解释性(30); 新颖性与冗余度(20),Computation Integrity(90); Portfolio Extraction(73),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 40小时量价关系指标。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Volume-price relationship metric over 40h.,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|high_redundancy|metadata_needs_review|rankic_ls_direction_conflict,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00516573,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,48,256,0.1875,208,vol_adj_mom_40h,0.813781,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,21,16
vwap_dev_20h,20小时VWAP偏离,20h VWAP Deviation,alpha158_ohlcv,DIRECTION_AMBIGUOUS,4h,PROMISING_BUT_INCONSISTENT,63.1,LOW,90.0,70.9,82.9,52.0,40,60.0,20.0,HIGH,0.995802,-0.027278,-0.1673,0.04,1.8806,0.868576,-0.000957,0.68,NON_MONOTONIC,计算完整性(90); 组合提取能力(83),分位形状(40); 新颖性与冗余度(20),Computation Integrity(90); Portfolio Extraction(83),Quantile Shape(40); Redundancy / Novelty(20),元数据质量: DIRECTION_AMBIGUOUS; QA: 20小时VWAP偏离：当前价格偏离20小时成交量加权均价的程度。正值=价格高于VWAP。,Metadata quality: DIRECTION_AMBIGUOUS; QA: 20h VWAP deviation: how far current price is from the 20-hour volume-weighted av,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",cost_collapsed|high_redundancy|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,0.00432014,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,q158_ma_20h,0.97533,NEAR_DUPLICATE,HIGHLY_REDUNDANT,7,53
