factor_id,family,lifecycle_status,name_en,name_zh,family_en,family_zh,formula_en,formula_zh,intuition_en,intuition_zh,required_columns,expected_direction,expected_direction_explanation_en,expected_direction_explanation_zh,known_limitations_en,known_limitations_zh,data_source_type,horizon_notes_en,horizon_notes_zh,status_explanation_en,status_explanation_zh,review_required_flag,metadata_quality,source_fields
q158_min_20h,alpha158_rolling_price,DIAGNOSTIC_PROBE,Q158 Min 20H,q158_min_20h,Momentum,动量,"Alpha158 MIN20: Min(low,20) / close; rolling low normalized by current close","Alpha158 MIN20: Min(low,20) / close; rolling low normalized by current close",Measures price continuation over 20h. Higher values indicate stronger recent upward drift.,衡量20小时内的价格延续性。值越高表示近期向上漂移越强。,"close,low",conditional,Direction: conditional.,方向：conditional。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_ma_30h,alpha158_rolling_price,DIAGNOSTIC_PROBE,Alpha158 MA30 / Close,Alpha158 30期均价/当前收盘价,Momentum,动量,"Mean(close, 30) / close",30期收盘均价 / 当前收盘价,Measures price continuation over 30h. Higher values indicate stronger recent upward drift.,衡量30小时内的价格延续性。值越高表示近期向上漂移越强。,close,conditional,Direction: conditional.,方向：conditional。,Medium rolling price average normalized by current close; high redundancy risk with trend and moving-average gap factors.,中周期滚动均价相对当前收盘价；与趋势和均线差因子存在高冗余风险。,MOMENTUM_REVERSAL,Lookback window: 30 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：30根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_std_30h,alpha158_rolling_price,DIAGNOSTIC_PROBE,Alpha158 STD30 / Close,Alpha158 30期价格标准差/当前收盘价,Momentum,动量,"Std(close, 30) / close",30期收盘价标准差 / 当前收盘价,Measures price continuation over 30h. Higher values indicate stronger recent upward drift.,衡量30小时内的价格延续性。值越高表示近期向上漂移越强。,close,negative,Higher momentum suggests mean-reversion expected.,更高的动量值暗示预期均值回归。,Medium rolling price dispersion; sensitive to volatility regime shifts and low-liquidity bars.,中周期价格离散度；对波动状态切换和低流动性K线敏感。,MOMENTUM_REVERSAL,Lookback window: 30 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：30根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_max_30h,alpha158_rolling_price,DIAGNOSTIC_PROBE,Alpha158 MAX30 / Close,Alpha158 30期最高价/当前收盘价,Momentum,动量,"Max(high, 30) / close",30期最高价 / 当前收盘价,Measures price continuation over 30h. Higher values indicate stronger recent upward drift.,衡量30小时内的价格延续性。值越高表示近期向上漂移越强。,"close,high",conditional,Direction: conditional.,方向：conditional。,Medium rolling high normalized by current close; can overlap with breakout/range-position diagnostics.,中周期最高价相对当前收盘价；可能与突破/区间位置诊断重叠。,MOMENTUM_REVERSAL,Lookback window: 30 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：30根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_min_30h,alpha158_rolling_price,DIAGNOSTIC_PROBE,Alpha158 MIN30 / Close,Alpha158 30期最低价/当前收盘价,Momentum,动量,"Min(low, 30) / close",30期最低价 / 当前收盘价,Measures price continuation over 30h. Higher values indicate stronger recent upward drift.,衡量30小时内的价格延续性。值越高表示近期向上漂移越强。,"close,low",conditional,Direction: conditional.,方向：conditional。,Medium rolling low normalized by current close; can overlap with reversal/range-position diagnostics.,中周期最低价相对当前收盘价；可能与反转/区间位置诊断重叠。,MOMENTUM_REVERSAL,Lookback window: 30 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：30根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_ma_60h,alpha158_rolling_price,DIAGNOSTIC_PROBE,Alpha158 MA60 / Close,Alpha158 60期均价/当前收盘价,Momentum,动量,"Mean(close, 60) / close",60期收盘均价 / 当前收盘价,Measures price continuation over 60h. Higher values indicate stronger recent upward drift.,衡量60小时内的价格延续性。值越高表示近期向上漂移越强。,close,conditional,Direction: conditional.,方向：conditional。,Medium-long rolling price average normalized by current close; high redundancy risk with trend and moving-average gap factors.,中长周期滚动均价相对当前收盘价；与趋势和均线差因子存在高冗余风险。,MOMENTUM_REVERSAL,Lookback window: 60 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：60根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_std_60h,alpha158_rolling_price,DIAGNOSTIC_PROBE,Alpha158 STD60 / Close,Alpha158 60期价格标准差/当前收盘价,Momentum,动量,"Std(close, 60) / close",60期收盘价标准差 / 当前收盘价,Measures price continuation over 60h. Higher values indicate stronger recent upward drift.,衡量60小时内的价格延续性。值越高表示近期向上漂移越强。,close,negative,Higher momentum suggests mean-reversion expected.,更高的动量值暗示预期均值回归。,Medium-long rolling price dispersion; sensitive to regime shifts and long volatility clustering.,中长周期价格离散度；对状态切换和长周期波动聚集敏感。,MOMENTUM_REVERSAL,Lookback window: 60 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：60根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_max_60h,alpha158_rolling_price,DIAGNOSTIC_PROBE,Alpha158 MAX60 / Close,Alpha158 60期最高价/当前收盘价,Momentum,动量,"Max(high, 60) / close",60期最高价 / 当前收盘价,Measures price continuation over 60h. Higher values indicate stronger recent upward drift.,衡量60小时内的价格延续性。值越高表示近期向上漂移越强。,"close,high",conditional,Direction: conditional.,方向：conditional。,Medium-long rolling high normalized by current close; can overlap with breakout/range-position diagnostics.,中长周期最高价相对当前收盘价；可能与突破/区间位置诊断重叠。,MOMENTUM_REVERSAL,Lookback window: 60 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：60根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_min_60h,alpha158_rolling_price,DIAGNOSTIC_PROBE,Alpha158 MIN60 / Close,Alpha158 60期最低价/当前收盘价,Momentum,动量,"Min(low, 60) / close",60期最低价 / 当前收盘价,Measures price continuation over 60h. Higher values indicate stronger recent upward drift.,衡量60小时内的价格延续性。值越高表示近期向上漂移越强。,"close,low",conditional,Direction: conditional.,方向：conditional。,Medium-long rolling low normalized by current close; can overlap with reversal/range-position diagnostics.,中长周期最低价相对当前收盘价；可能与反转/区间位置诊断重叠。,MOMENTUM_REVERSAL,Lookback window: 60 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：60根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_cntd_20h,alpha158_rolling_direction,DIAGNOSTIC_PROBE,Q158 Cntd 20H,q158_cntd_20h,Momentum,动量,"Alpha158 CNTD20: Mean(close > Ref(close,1),20) - Mean(close < Ref(close,1),20); signed up/down bar balance","Alpha158 CNTD20: Mean(close > Ref(close,1),20) - Mean(close < Ref(close,1),20); signed up/down bar balance",Measures price continuation over 21h. Higher values indicate stronger recent upward drift.,衡量21小时内的价格延续性。值越高表示近期向上漂移越强。,close,positive,Higher momentum suggests continued upward drift.,更高的动量值暗示持续的向上漂移。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_corr_20h,alpha158_rolling_volume_price,DIAGNOSTIC_PROBE,Q158 Corr 20H,q158_corr_20h,Momentum,动量,"Alpha158 CORR20: Corr(close, Log(volume+1),20); rolling price-volume level correlation","Alpha158 CORR20: Corr(close, Log(volume+1),20); rolling price-volume level correlation",Measures price continuation over 20h. Higher values indicate stronger recent upward drift.,衡量20小时内的价格延续性。值越高表示近期向上漂移越强。,"close,volume",conditional,Direction: conditional.,方向：conditional。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_cord_20h,alpha158_rolling_volume_price,DIAGNOSTIC_PROBE,Q158 Cord 20H,q158_cord_20h,Momentum,动量,"Alpha158 CORD20: Corr(close/Ref(close,1), Log(volume/Ref(volume,1)+1),20); rolling return-volume change correlation","Alpha158 CORD20: Corr(close/Ref(close,1), Log(volume/Ref(volume,1)+1),20); rolling return-volume change correlation",Measures price continuation over 21h. Higher values indicate stronger recent upward drift.,衡量21小时内的价格延续性。值越高表示近期向上漂移越强。,"close,volume",conditional,Direction: conditional.,方向：conditional。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_sump_20h,alpha158_rolling_direction,DIAGNOSTIC_PROBE,Q158 Sump 20H,q158_sump_20h,Momentum,动量,"Alpha158 SUMP20: Sum(max(close-Ref(close,1),0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); positive close-move share","Alpha158 SUMP20: Sum(max(close-Ref(close,1),0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); positive close-move share",Measures price continuation over 21h. Higher values indicate stronger recent upward drift.,衡量21小时内的价格延续性。值越高表示近期向上漂移越强。,close,positive,Higher momentum suggests continued upward drift.,更高的动量值暗示持续的向上漂移。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_sumn_20h,alpha158_rolling_direction,DIAGNOSTIC_PROBE,Q158 Sumn 20H,q158_sumn_20h,Momentum,动量,"Alpha158 SUMN20: Sum(max(Ref(close,1)-close,0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); negative close-move share","Alpha158 SUMN20: Sum(max(Ref(close,1)-close,0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); negative close-move share",Measures price continuation over 21h. Higher values indicate stronger recent upward drift.,衡量21小时内的价格延续性。值越高表示近期向上漂移越强。,close,negative,Higher momentum suggests mean-reversion expected.,更高的动量值暗示预期均值回归。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_vma_20h,alpha158_rolling_volume,DIAGNOSTIC_PROBE,Q158 Vma 20H,q158_vma_20h,Momentum,动量,"Alpha158 VMA20: Mean(volume,20)/(volume+eps); rolling average volume normalized by current volume","Alpha158 VMA20: Mean(volume,20)/(volume+eps); rolling average volume normalized by current volume",Measures price continuation over 20h. Higher values indicate stronger recent upward drift.,衡量20小时内的价格延续性。值越高表示近期向上漂移越强。,volume,conditional,Direction: conditional.,方向：conditional。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
